survey_code,experiment,Q32_3,Q14(1),Q14(2),Q14(3),Q14(4),Q14(5),Q14(6),Q14(7),Q14(8),Q14(9),Q25_1(1),Q25_1(2),Q25_1(3),Q25_1(4),Q25_1(5),Q25_1(6),Q25_1(7),Q25_1(8),Q25_1(9),Q20(1),Q20(2),Q20(3),Q20(4),Q20(5),Q20(6),Q20(7),Q20(8),Q20(9),Q4_1(1),Q4_2(1),Q4_3(1),Q4_4(1),Q4_1(2),Q4_2(2),Q4_3(2),Q4_4(2),Q4_1(3),Q4_2(3),Q4_3(3),Q4_4(3),Q4_1(4),Q4_2(4),Q4_3(4),Q4_4(4),Q4_1(5),Q4_2(5),Q4_3(5),Q4_4(5),Q4_1(6),Q4_2(6),Q4_3(6),Q4_4(6),Q4_1(7),Q4_2(7),Q4_3(7),Q4_4(7),Q4_1(8),Q4_2(8),Q4_3(8),Q4_4(8),Q4_1(9),Q4_2(9),Q4_3(9),Q4_4(9),Q52,Q33_1,Q33_2,Q33_3,Q33_4,Q46(1),Q46(2),Q46(3),Q46(4),Q46(5),Q46(6),Q46(7),Q46(8),Q46(9),Q47_1(1),Q47_1(2),Q47_1(3),Q47_1(4),Q47_1(5),Q47_1(6),Q47_1(7),Q47_1(8),Q47_1(9),Q49(1),Q49(2),Q49(3),Q49(4),Q49(5),Q49(6),Q49(7),Q49(8),Q49(9),Q50_1(1),Q50_2(1),Q50_3(1),Q50_4(1),Q50_1(2),Q50_2(2),Q50_3(2),Q50_4(2),Q50_1(3),Q50_2(3),Q50_3(3),Q50_4(3),Q50_1(4),Q50_2(4),Q50_3(4),Q50_4(4),Q50_1(5),Q50_2(5),Q50_3(5),Q50_4(5),Q50_1(6),Q50_2(6),Q50_3(6),Q50_4(6),Q50_1(7),Q50_2(7),Q50_3(7),Q50_4(7),Q50_1(8),Q50_2(8),Q50_3(8),Q50_4(8),Q50_1(9),Q50_2(9),Q50_3(9),Q50_4(9),Q18,Q16,Q15,Q17,Q17_1,Q17_2,Q17_3,Q17_4,Q17_5,Q17_6,Q17_7,Q17_8,Q17_9,Q36,LocationLatitude,LocationLongitude,LocationAccuracy
78575643,likeability,16.835,1,1,1,1,1,1,1,1,1,-84,30,32,-33,-60,-63,62,40,9,2,2,2,2,2,2,2,2,2,7.771,13.032,14.141,3,7.999,12.14,13.037,3,7.91,9.999,10.831,2,5.756,7.805,8.717,2,9.182,10.426,11.138,2,12.838,13.651,14.32,2,3.251,4.62,5.263,2,8.778,9.463,10.531,2,8.277,11.073,12.168,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,2,61,3,1,,,,,,,,,1,36.00740051,-79.87319946,-1
78574455,likeability,20.022,1,1,1,1,1,1,1,1,1,-20,60,-100,80,80,40,20,-20,-60,2,2,2,2,2,2,2,2,2,6.676,9.517,10.586,2,7.031,10.463,11.822,2,5.898,7.605,8.569,3,7.435,9.114,10.446,2,9.566,9.566,10.339,1,7.803,21.355,28.529,4,6.262,6.824,7.784,2,6.734,10.589,12.684,2,7.01,8.458,10.431,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,1,28,2,1,,,,,,,,,1,27.94749451,-81.92040253,-1
78594280,likeability,5.258,1,1,1,1,1,1,1,1,1,28,96,11,-49,-43,100,78,-39,-20,2,2,2,2,2,2,2,2,2,0.701,5.567,7.494,5,1.045,7.621,8.42,4,0.542,6.894,8.66,5,0.761,4.361,5.313,3,1.156,6.452,8.357,5,1.968,5.681,6.568,3,1.45,6.128,7.264,4,45.87,50.014,50.899,4,14.063,19.267,20.018,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no.,2,20,2,,,,,,,,,1,1,40.06359863,-75.07969666,-1
78538917,likeability,7.894,1,1,1,1,1,1,1,1,1,-39,18,-41,42,42,70,10,-78,-17,2,2,2,2,2,2,2,2,2,5.441,9.624,10.8,2,4.355,5.348,6.902,2,3.999,6.77,8.108,3,3.976,5.878,7.153,2,3.126,4.841,5.844,2,3.084,6.058,7.153,2,3.96,6.004,7.281,3,2.449,4.199,5.694,3,3.337,4.812,7.166,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,2,26,5,1,,,,,,,,,1,39.91229248,-75.15329742,-1
78533169,likeability,9.732,1,1,1,1,1,1,1,1,1,-17,60,-10,15,-66,-100,78,-1,0,2,2,2,2,2,2,2,1,2,3.298,5.171,6.301,3,2.613,5.458,6.297,2,3.077,6.194,7.028,3,4.59,12.423,13.334,3,1.79,4.733,6.033,2,3.381,5.848,7.087,2,5.017,11.905,12.908,3,4.008,8.946,10.362,2,3.52,5.471,6.284,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nope,2,43,3,1,,,,,,,,,1,47.63220215,-122.6376038,-1
78569058,likeability,18.451,1,1,1,1,1,1,1,1,1,-97,30,-29,-18,82,37,-86,-86,-27,2,2,2,2,2,2,2,1,2,4.378,8.465,9.55,2,4.454,5.909,7.522,2,4.892,6.938,7.75,2,3.795,5.73,6.785,2,2.701,11.451,11.938,6,4.116,6.659,7.576,2,3.579,10.468,12.473,3,4.598,6.133,7.546,2,8.957,15.942,18.829,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no did not experince any confution or problems,1,28,4,1,,,,,,,,,1,39.7460022,-75.54660034,-1
78560549,trust,29.331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,69.218,70.839,77.685,2,1,1,1,1,1,1,1,1,1,10,14,20,10,20,14,10,20,10,2,2,2,2,2,2,2,2,2,4.981,11.962,13.76,2,7.031,8.105,12.305,2,4.189,5.315,6.984,2,5.669,6.785,8.12,2,5.848,9.703,10.716,3,6.589,7.555,10.811,2,10.126,16.488,17.505,2,3.356,7.692,9.093,3,11.555,19.529,20.818,3,no,2,47,4,1,,,,,,,,,1,42.68840027,-83.3864975,-1
78519295,trust,31.151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,42.246,52.589,54.56,3,1,1,1,1,1,1,1,1,1,80,90,20,60,30,80,40,70,50,1,2,2,1,1,1,2,2,1,4.863,13.25,14.191,6,4.252,10.068,12.704,4,5.365,14.111,15.863,4,4.25,7.846,10.149,2,5.22,6.947,11.283,2,4.108,10.804,13.755,3,3.799,11.114,12.285,5,4.539,12.935,14.111,7,40.506,54.439,56.175,3,no,1,31,3,,1,,,,,,,,1,40.69200134,-73.92680359,-1
78590439,likeability,21.169,1,1,1,1,1,1,1,1,1,-20,60,-20,40,70,80,20,60,40,2,2,2,2,2,2,2,2,2,7.08,19.352,30.049,5,7.816,13.365,19.776,2,7.058,11.071,20,2,16.474,28.089,35.629,2,12.169,20.188,27.186,2,14.745,22.22,33.782,2,7.903,16.62,20.304,2,7.553,20.62,29.025,2,19.102,34.314,38.678,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,2,36,2,1,,,,,,,,,1,34.23379517,-110.0772018,-1
78536169,trust,30.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,104.39,0,1,1,1,1,1,1,1,1,1,50,42,19,15,9,6,30,50,39,2,2,2,2,2,2,2,2,2,5.077,6.951,8.2,2,3.884,6.048,7.886,2,4.851,6.255,7.366,2,6.298,8.257,9.336,2,6.618,8.529,10.711,2,3.543,5.758,7.463,2,14.275,17.596,19.276,2,4.038,5.878,7.002,2,4.129,5.536,6.706,2,no,2,59,4,1,,,,,,,,,1,41.60920715,-71.17440033,-1
78597857,trust,8.962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,72.952,0,1,1,1,1,1,1,1,1,1,8,9,0,7,19,27,0,0,5,2,2,2,2,2,2,2,2,2,2.311,5.132,5.894,3,12.178,14.256,15.07,2,3.687,3.687,5.002,1,6.265,6.265,6.93,1,3.607,3.607,4.407,1,3.037,9.236,9.907,2,3.395,3.395,4.263,1,5.118,5.118,6.07,1,3.75,3.75,4.484,1,No,2,25,2,1,,,,,,,,1,1,45.58479309,-122.9116974,-1
78591259,trust,17.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8.323,8.323,233.625,1,1,1,1,1,1,1,1,1,1,30,20,10,10,10,30,0,0,20,2,2,2,2,2,2,2,2,2,5.213,7.452,8.42,2,4.607,7.349,11.235,2,4.149,5.113,6.283,2,6.867,7.998,8.848,2,4.754,6.071,7.663,2,4.512,9.589,10.988,5,2.297,3.782,4.692,2,1.536,3.343,4.508,2,11.606,13.118,14.831,2,None,2,24,3,1,,,,,,,,,1,42.24130249,-76.48269653,-1
78557521,likeability,95.126,1,1,1,1,1,1,1,1,1,-63,41,-41,2,0,-2,82,42,-23,2,2,2,2,2,2,2,2,2,2.918,5.456,6.663,3,3.392,7.851,8.928,5,6.786,8.896,10.355,2,5.411,11.409,12.865,2,2.377,6.28,7.778,4,7.683,10.613,10.97,3,162.065,164.95,166.407,3,2.694,7.348,8.367,4,5.495,6.747,7.949,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,2,34,3,1,,,,,,,,,1,34.05220032,-118.2436981,-1
78585757,trust,22.729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,122.032,0,1,1,1,1,1,1,1,1,1,70,29,8,50,8,18,60,9,19,2,2,2,2,2,2,2,2,2,5.809,11.334,19.346,2,7.903,14.769,22.665,2,2.87,6.124,9.16,2,4.661,5.956,10.429,2,6.625,9.122,17.887,2,11.988,35.118,36.523,3,3.475,4.638,9.043,2,3.892,5.136,7.122,2,7.497,8.587,12.135,2,"no, it ran very smoothly",1,48,3,1,,,,,,,,,1,28.47180176,-80.8167038,-1
78529505,trust,14.233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,84.791,0,1,1,1,1,1,1,1,1,1,100,100,100,100,100,100,100,100,100,2,2,2,2,2,2,2,2,2,2.866,3.919,5.037,2,12.339,18.843,20.348,3,4.609,6.88,7.898,2,3.357,5.281,6.287,2,2.95,4.499,6.363,2,15.392,23.506,24.843,2,2.155,6.791,8.178,2,4.399,9.792,12.75,3,2.557,5.724,7.175,2,No confusion or problems. ,2,33,2,1,,,,,,,,,1,29.5196991,-98.60839844,-1
78551923,likeability,11.513,1,1,1,1,1,1,1,1,1,-63,-27,-91,-72,8,100,13,2,-81,2,2,2,2,2,2,2,2,2,4.934,9.062,9.955,2,2.963,6.059,6.833,3,3.337,4.765,6.012,2,5.278,6.774,8.212,2,8.519,14.403,15.819,2,5.758,8.102,8.939,2,3.095,4.547,5.793,2,4.722,6.342,7.518,2,2.689,4.349,5.116,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,1,41,2,1,,,,,,,,,1,40.71359253,-82.80120087,-1
78556044,trust,8.518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,4.014,0,1,1,1,1,1,1,1,1,1,57,56,55,49,62,51,42,63,51,2,2,2,2,2,2,2,2,2,3.734,7.227,11.923,4,3.258,4.937,6.585,2,7.362,20.9,24.621,7,2.814,5.162,6.404,3,4.554,5.828,7.053,2,2.731,4.049,5.745,2,6.762,7.97,9.757,2,2.063,3.236,4.653,2,2.993,4.317,5.499,2,Went smoothly,1,19,2,,,,,1,,,,,1,37.31199646,-121.9660034,-1
78571036,likeability,18.141,1,1,1,1,1,1,1,1,1,-62,19,-14,1,44,41,6,-37,-12,2,2,2,2,2,2,2,2,2,13.274,16.577,17.837,3,4.184,9.312,11.3,2,4.22,7.428,9.143,4,3.798,14.454,15.882,4,4.07,5.838,7.266,2,8.83,11.31,13.641,2,5.404,13.988,15.545,4,3.214,6.325,7.834,3,3.729,10.024,13.139,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No.,2,66,2,1,,,,,,,,,1,41.92059326,-87.7016983,-1
78561251,trust,181.691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,14.57,0,1,1,1,1,1,1,1,1,1,10,10,10,0,50,50,10,20,0,2,2,2,2,2,2,2,2,2,3.19,3.854,5.148,2,4.68,5.843,8.19,2,5.013,6.146,7.23,2,2.8,3.681,4.791,2,3.511,4.378,5.582,2,8.818,9.787,10.706,2,12.225,13.773,14.668,2,4.564,5.571,6.829,2,1.638,2.452,3.653,2,N/A,2,24,4,1,,,,,,,,,1,39.01420593,-94.5951004,-1
78535286,trust,25.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,88.882,88.882,100.687,1,1,1,1,1,1,1,1,1,1,10,50,45,85,65,50,20,30,10,2,2,2,2,2,2,2,2,2,1.991,6.383,7.499,2,3.825,9.145,10.454,2,3.659,7.754,9.943,2,1.335,4.512,6.362,2,1.18,5.035,6.696,2,3.594,6.538,7.775,2,1.069,4.445,6.513,2,4.739,13.212,14.224,2,1.439,5.646,6.579,2,I did not experience any confusion or technical problems.,2,28,2,,,,,,,,,1,1,38.69110107,-77.20600128,-1
78558226,trust,7.588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,24.226,33.441,73.388,3,1,1,1,1,1,1,1,1,1,50,45,45,35,20,10,40,50,40,2,2,2,2,2,2,2,2,2,2.394,5.752,6.762,3,2.078,4.621,5.552,2,1.456,4.448,5.49,3,1.628,3.596,4.455,3,5.303,6.407,7.258,2,1.825,6.713,8.956,3,2.218,3.042,3.979,2,2.895,3.791,21.816,2,4.556,35.659,36.597,3,No confusion or technical problems.,2,27,3,,1,,,,,,,,1,35.61000061,-80.98819733,-1
78542181,trust,10.036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,45.435,0,1,1,1,1,1,1,1,1,1,33,21,57,63,50,35,20,31,34,2,2,2,2,2,2,2,2,2,8.913,12.449,14.972,2,4.535,10.103,12.743,2,4.613,7.067,9.29,2,5.326,7.654,10.059,2,4.465,6.985,9.705,2,9.661,12.109,13.22,2,7.804,13.228,15.938,2,3.903,8.28,11.322,2,6.174,11,11.763,3,No problems at all,1,43,3,1,,,,,,,,,1,41.44520569,-81.69960022,-1
78528215,trust,140.079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,85.39,0,1,1,1,1,1,1,1,1,1,10,12,5,7,2,1,25,20,5,2,2,2,2,2,2,2,2,2,7.059,8.178,9.682,2,4.036,5.547,6.29,2,2.303,5.934,6.925,3,3.689,4.527,5.229,2,6.277,7.117,8.598,2,3.265,4.312,5.085,2,2.756,4.151,5.632,2,2.192,5.495,7.093,3,3.323,4.411,5.209,2,,2,36,2,,,,,,,,,1,1,33.94850159,-118.2016983,-1
78569640,likeability,30.802,1,1,1,1,1,1,1,1,1,0,40,-30,-20,-40,-15,40,20,10,2,2,2,2,2,2,2,2,2,7.414,14.801,16.77,2,5.109,13.594,14.95,3,10.347,13.115,13.963,2,6.249,9.615,10.909,2,7.863,12.435,15.966,3,18.46,21.521,22.706,2,2.766,10.657,11.769,3,12.369,16.521,19.683,2,7.765,12.804,14.976,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No confusion or tech problems.,2,33,4,1,,,,,,,,,1,37.35369873,-122.0307007,-1
78546738,likeability,17.473,1,1,1,1,1,1,1,1,1,-33,12,-46,-9,-76,100,21,35,0,2,2,2,2,2,2,2,2,2,6.71,11.011,11.692,2,6.915,9.954,11.297,2,6.019,19.385,26.988,4,5.995,15.834,17.064,2,9.726,12.985,16.471,3,19.705,25.315,27.516,4,4.588,7.149,9.572,3,4.883,10.691,13.787,2,10.731,13.265,15.943,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No technical problems occurred and verything in the survey was clearly written. Thank you,1,40,4,,,,,,,,,1,1,28.38189697,-82.65049744,-1
78568712,trust,13.099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,41.416,0,1,1,1,1,1,1,1,1,1,40,35,40,70,40,50,40,50,35,2,2,2,2,2,2,2,2,2,1.639,2.751,3.479,3,2.062,3.108,4.855,3,1.663,5.282,6.339,4,2.718,3.699,4.907,2,3.291,3.788,4.483,2,3.417,4.687,5.644,2,4.112,4.948,5.565,2,3.469,4.09,4.858,2,70.771,71.583,73.372,2,N/A,2,29,2,1,,,,,,,,,1,42.39970398,-71.03160095,-1
78597180,trust,6.635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,11.238,0,1,1,1,1,1,1,1,1,1,92,81,100,80,50,20,18,92,91,2,2,2,2,1,2,2,2,2,1.406,2.272,3.287,2,1.244,2.985,3.932,3,1.357,3.061,3.663,3,3.42,4.485,5.041,2,3.845,6.992,10.633,2,2.08,9.535,10.427,4,1.864,3.023,3.554,2,1.48,2.465,3.368,3,1.09,4.043,4.678,6,No I did not,2,25,4,1,,,,,,,,,1,42.35839844,-71.05979919,-1
78598423,trust,19.301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,82.802,0,1,1,1,1,1,1,1,1,1,10,71,0,30,0,19,70,100,74,2,2,2,2,2,2,2,2,2,5.385,7.418,8.76,2,13.833,22.536,24.603,2,8.012,13.818,15.387,4,8.114,24.638,26.056,6,6.081,10.94,12.23,2,3.791,13.333,5.078,5,8.386,10.014,11.076,2,6.269,9.865,10.883,3,9.104,11.163,12.127,2,No,2,28,3,,1,,,,,,,,1,34.05220032,-118.2436981,-1
78547563,trust,17.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,58.78,0,1,1,1,1,1,1,1,1,1,50,50,50,50,50,50,50,50,50,2,2,2,2,2,2,2,2,2,6.37,10.966,12.562,2,5.704,10.407,11.93,2,7.482,11.124,18.134,2,4.806,14.768,20.603,3,5.578,41.131,63.961,4,7.841,9.306,11.014,2,4.943,8.341,9.494,2,3.87,11.99,13.277,3,5.338,9.341,11.064,2,Not at all.,2,70,4,1,,,,,,,,,1,35.96650696,-79.34500122,-1
78526619,trust,20.773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,27.948,0,1,1,1,1,1,1,1,1,1,10,5,0,5,15,10,10,12,0,1,2,2,2,1,1,2,2,2,1.864,4.912,6.023,2,2.776,3.423,4.357,2,1.815,2.576,3.989,2,4.669,9.341,10.355,3,3.344,7.168,7.428,5,2.192,5.767,6.638,4,1.236,4.802,5.7,4,5.377,6.28,7.375,2,1.613,2.165,3.011,2,No problems.,2,25,2,,,,,,1,,,,1,40.0124054,-75.14710236,-1
78507849,likeability,8.315,1,1,1,1,1,1,1,1,1,-79,43,-63,-22,-44,-22,-20,-61,-41,2,2,2,2,2,2,2,2,2,28.571,30.004,30.72,4,1.856,3.64,4.428,2,136.146,137.071,137.847,2,1.79,2.644,4.038,2,276.368,277.584,278.5,2,11.202,12.656,13.632,3,1.792,2.953,3.769,3,17.235,18.336,19.941,2,4.115,6.557,8.103,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,1,33,4,1,,,,,,,,,1,41.07150269,-75.12779999,-1
78564825,likeability,2.156,1,1,1,1,1,1,1,1,1,-71,-53,-14,12,-9,72,-21,0,19,2,2,2,2,2,2,2,2,2,1.384,3.144,3.884,4,1.507,2.235,2.826,2,1.258,2.104,3.149,3,1.367,3.029,4.474,3,1.653,4.238,4.858,4,1.422,2.622,3.259,4,1.956,2.804,3.393,3,1.49,2.424,2.969,3,1.979,4.164,5.481,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,24,2,1,,,,,,,,,1,36.11329651,-105.7341003,-1
78577557,likeability,11.637,1,1,1,1,1,1,1,1,1,-100,40,-64,-84,0,95,63,41,20,2,2,2,2,2,2,2,2,2,3.167,4.735,6.099,2,4.076,4.899,6.063,2,3.906,6.54,7.854,3,2.779,4.925,5.515,4,5.623,16.243,17.548,5,7.161,8.152,9.692,2,3.04,6.976,7.805,5,4.968,7.055,7.859,2,4.278,12.814,14.352,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not at all,1,40,4,,,,,,,1,,,1,34.09049988,-118.1343994,-1
78570947,likeability,6.142,1,1,1,1,1,1,1,1,1,0,1,0,0,61,100,20,0,-100,2,2,2,2,2,2,2,2,2,2.193,3.013,3.747,2,1.75,2.61,3.128,2,3.054,3.846,4.388,2,2.562,3.498,4.104,2,1.758,4.534,5.348,4,2.479,3.351,3.957,2,3.05,3.826,4.368,2,1.738,2.665,3.2,2,3.918,6.42,7.116,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,2,25,4,1,,,,,,,,,1,40.91940308,-73.86070251,-1
78509538,likeability,165.801,1,1,1,1,1,1,1,1,1,-72,36,1,77,32,0,18,63,-29,2,2,2,2,2,2,2,2,2,2.033,5.253,8.035,4,2.617,5.119,6.243,3,1.956,4.098,5.064,3,2.98,3.684,5.052,2,16.581,20.781,26.226,3,3.851,7.451,8.7,5,8.444,9.543,10.316,2,1.955,10.857,13.664,6,2.102,7.036,7.805,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"nope, very well done.",2,19,2,1,,,,,,,,,1,39.30310059,-82.08280182,-1
78566517,likeability,11.389,1,1,1,1,1,1,1,1,1,-100,85,-39,-20,90,100,60,-10,76,2,2,2,2,2,2,2,2,2,3.524,5.462,6.165,3,4.939,7.526,8.591,2,20.213,21.629,22.698,2,10.296,26.588,28.489,4,11.396,14.51,15.663,2,5.397,6.736,9.105,2,5.353,6.543,7.224,2,8.547,16.382,17.22,3,4.503,5.48,6.563,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,25,2,1,,,,,,,,,1,48.32589722,-115.3595963,-1
78585731,trust,11.787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,41.693,41.693,42.019,1,1,1,1,1,1,1,1,1,1,100,100,100,49,75,60,100,80,75,2,2,2,2,2,2,2,2,2,4.574,5.664,6.563,2,17.578,21.545,22.571,5,6.286,13.57,16.094,2,4.073,9.081,10.746,3,2.238,3.143,3.973,2,2.41,5.823,6.548,4,1.37,4.496,5.903,3,3.51,4.245,5.025,2,2.652,4.911,6.517,2,,2,28,2,1,,,,,,,,,1,30.1605072,-92.03320313,-1
78540623,trust,3.956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,407.543,0,1,1,1,1,1,1,1,1,1,10,10,30,25,20,20,10,10,40,2,2,2,2,2,2,2,2,2,2.853,10.885,11.708,5,4.17,9.194,10.122,3,3.815,7.494,8.283,3,3.673,4.919,5.773,2,2.059,5.037,6.146,3,6.347,11.455,12.469,4,4.895,6.902,8.596,3,3.643,8.606,10,3,6.292,7.386,8.604,2,,1,29,2,,1,,,,,,,,1,30.9375,-83.22709656,-1
78505382,likeability,1.113,1,1,1,1,1,1,1,1,1,-29,64,-2,19,-100,-100,63,41,-23,2,2,2,2,2,2,2,2,2,17.291,19.154,20.057,3,1.739,3.355,5.819,2,2.296,3.632,4.481,2,1.999,3.215,3.88,2,3.308,4.667,5.896,2,1.988,3.457,4.604,2,1.967,3.126,4.108,2,4.458,5.89,6.651,2,3.57,7.441,8.547,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,2,35,4,1,,,,,,,,,1,14.62109375,-90.52690125,-1
78535997,trust,4.877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,35.743,0,1,1,1,1,1,1,1,1,1,100,5,48,77,15,51,21,4,30,2,2,2,2,2,2,2,2,2,11.721,13.673,23.325,2,1.955,2.846,3.63,2,2.024,4.528,5.626,3,3.931,14.329,15.374,5,3.43,10.63,5.282,6,3.909,5.236,6.128,2,10.896,26.88,27.931,3,4.787,7.107,7.87,3,4.976,5.688,6.602,2,nope,2,34,2,1,,,,,,,,,1,29.05630493,-82.02570343,-1
78593656,likeability,35.411,1,1,1,1,1,1,1,1,1,-5,-100,14,-16,-17,81,-65,-46,38,2,2,2,2,2,2,2,2,2,3.773,10.568,8.063,2,8.047,13.263,14.515,2,17.672,20.207,20.605,4,5.563,6.995,14.832,3,11.065,12.569,13.621,3,7.082,8.569,37.893,2,3.695,7.175,13.428,3,2.023,9.692,7.473,16,2.237,4.701,5.449,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no / ,2,23,2,1,,,,,,,,,1,29.05630493,-82.02570343,-1
78563487,trust,9.041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,51.01,86.645,88.114,3,1,1,1,1,1,1,1,1,1,40,80,15,70,20,30,69,90,60,2,2,2,2,2,2,2,2,2,4.244,6.673,8.164,2,7.535,12.406,13.8,3,6.243,7.428,8.494,2,2.733,10.47,12.808,8,4.178,5.17,7.302,2,2.459,5.201,11.458,3,5.741,7.615,8.998,2,1.96,7.751,8.876,4,2.418,6.628,8.878,3,Nope,2,22,2,1,,,,,,,,,1,31.00430298,-97.75430298,-1
